City ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain inches (last 3hrs),Snow inches (last 3hrs)
222,Eyl,SO,2022-02-13 22:27:24,7.9803,49.8164,74.28,68,90,15.95,overcast clouds,0.0,0.0
223,Narsaq,GL,2022-02-13 22:20:00,60.9167,-46.05,25.02,89,100,5.44,overcast clouds,0.0,0.0
224,Prince Rupert,CA,2022-02-13 22:27:25,54.3161,-130.3201,50.09,71,100,10.36,light rain,0.0,0.0
225,Ormara,PK,2022-02-13 22:25:00,25.2088,64.6357,70.43,74,5,8.99,clear sky,0.0,0.0
226,Grand Gaube,MU,2022-02-13 22:22:20,-20.0064,57.6608,81.37,77,91,8.99,overcast clouds,0.0,0.0
227,Manakara,MG,2022-02-13 22:27:25,-22.1333,48.0167,74.48,91,35,3.18,scattered clouds,0.0,0.0
228,Half Moon Bay,US,2022-02-13 22:27:25,37.4636,-122.4286,81.14,50,0,0.0,clear sky,0.0,0.0
229,Homer,US,2022-02-13 22:24:39,59.6425,-151.5483,35.76,81,40,8.01,scattered clouds,0.0,0.0
230,La Ronge,CA,2022-02-13 22:19:55,55.1001,-105.2842,12.45,62,20,10.36,few clouds,0.0,0.0
231,Leningradskiy,RU,2022-02-13 22:19:35,69.3833,178.4167,-17.23,92,94,6.17,overcast clouds,0.0,0.0
232,Asosa,ET,2022-02-13 22:27:26,10.0667,34.5333,69.85,24,44,5.46,scattered clouds,0.0,0.0
233,Longyearbyen,SJ,2022-02-13 22:20:03,78.2186,15.6401,15.64,92,75,1.14,light snow,0.0,0.0
234,Roald,NO,2022-02-13 22:20:17,62.5833,6.1333,42.17,100,75,14.97,broken clouds,0.0,0.0
235,Klaksvik,FO,2022-02-13 22:21:41,62.2266,-6.589,34.72,70,100,30.11,overcast clouds,0.0,0.0
236,Anadyr,RU,2022-02-13 22:20:53,64.75,177.4833,-32.3,75,0,8.95,clear sky,0.0,0.0
237,Malbug,PH,2022-02-13 22:27:26,9.7327,123.3402,78.08,83,100,8.79,overcast clouds,0.0,0.0
238,Camana,PE,2022-02-13 22:27:26,-16.6228,-72.7111,73.78,74,14,8.01,few clouds,0.0,0.0
239,Asau,RO,2022-02-13 22:20:46,46.4333,26.4,28.96,85,100,3.83,overcast clouds,0.0,0.0
240,Challans,FR,2022-02-13 22:27:27,46.8436,-1.8749,52.72,89,100,16.46,overcast clouds,0.0,0.0
241,Palmares Do Sul,BR,2022-02-13 22:27:27,-30.2578,-50.5097,69.15,91,100,5.99,overcast clouds,0.0,0.0
242,Verkhnevilyuysk,RU,2022-02-13 22:21:46,63.4453,120.3167,-22.79,100,100,2.06,overcast clouds,0.0,0.0
243,Khatanga,RU,2022-02-13 22:20:53,71.9667,102.5,-25.62,96,74,3.15,broken clouds,0.0,0.0
244,Isangel,VU,2022-02-13 22:21:12,-19.55,169.2667,84.31,84,40,6.91,scattered clouds,0.0,0.0
245,Meulaboh,ID,2022-02-13 22:27:27,4.1363,96.1285,76.26,89,94,5.23,overcast clouds,0.0,0.0
246,Acapulco,MX,2022-02-13 22:23:17,16.8634,-99.8901,87.62,62,40,4.61,scattered clouds,0.0,0.0
247,Merauke,ID,2022-02-13 22:27:28,-8.4667,140.3333,79.95,78,56,9.37,broken clouds,0.0,0.0
248,Argir,FO,2022-02-13 22:27:28,61.9959,-6.7715,32.97,70,100,29.46,overcast clouds,0.0,0.0
249,Katsuura,JP,2022-02-13 22:20:01,35.1333,140.3,39.22,96,100,27.45,light rain,0.0,0.0
250,Georgetown,MY,2022-02-13 22:17:10,5.4112,100.3354,79.9,90,40,5.75,thunderstorm,0.0,0.0
251,Coleraine,GB,2022-02-13 22:27:28,55.1333,-6.6667,44.64,90,100,16.13,light rain,0.0,0.0
252,Huarmey,PE,2022-02-13 22:27:29,-10.0681,-78.1522,75.74,72,9,11.21,clear sky,0.0,0.0
253,Yongan,CN,2022-02-13 22:27:29,39.6957,113.6871,1.0,92,65,0.63,broken clouds,0.0,0.0
254,Zhanaozen,KZ,2022-02-13 22:21:39,43.3,52.8,28.17,83,8,9.62,clear sky,0.0,0.0
255,Deputatskiy,RU,2022-02-13 22:27:29,69.3,139.9,-19.46,96,81,6.38,broken clouds,0.0,0.0
256,Pitkyaranta,RU,2022-02-13 22:27:29,61.5734,31.4792,31.51,98,100,15.93,snow,0.0,0.0
257,George,ZA,2022-02-13 22:27:30,-33.963,22.4617,65.75,94,40,3.44,scattered clouds,0.0,0.0
258,Nouakchott,MR,2022-02-13 22:27:30,18.0858,-15.9785,67.93,58,100,8.63,overcast clouds,0.0,0.0
259,Placido De Castro,BR,2022-02-13 22:27:30,-10.3353,-67.1856,74.5,96,100,2.06,overcast clouds,0.0,0.0
260,Sitka,US,2022-02-13 22:21:09,57.0531,-135.33,42.69,75,100,6.91,light rain,0.0,0.0
261,Necochea,AR,2022-02-13 22:21:42,-38.5473,-58.7368,72.03,46,0,5.99,clear sky,0.0,0.0
262,Marabba,SD,2022-02-13 22:27:30,12.35,32.1833,75.49,13,0,15.21,clear sky,0.0,0.0
263,Fort Frances,CA,2022-02-13 22:27:31,48.5999,-93.4003,4.15,46,100,4.61,overcast clouds,0.0,0.0
264,Itarema,BR,2022-02-13 22:21:04,-2.9248,-39.9167,79.7,78,8,14.05,clear sky,0.0,0.0
265,Saint-Francois,FR,2022-02-13 22:27:31,46.4154,3.9054,48.67,65,0,19.57,clear sky,0.0,0.0
266,Ucluelet,CA,2022-02-13 22:21:55,48.9329,-125.5528,52.09,65,99,1.01,overcast clouds,0.0,0.0
267,Tokomaru,NZ,2022-02-13 22:27:31,-40.4667,175.5,59.85,87,100,1.01,overcast clouds,0.0,0.0
268,Srednekolymsk,RU,2022-02-13 22:22:55,67.45,153.6833,-34.1,99,22,6.22,few clouds,0.0,0.0
269,Humaita,BR,2022-02-13 22:27:32,-7.5061,-63.0208,77.0,95,100,1.7,overcast clouds,0.0,0.0
270,Hay River,CA,2022-02-13 22:21:42,60.8156,-115.7999,-7.62,71,75,2.3,broken clouds,0.0,0.0
271,Vostok,RU,2022-02-13 22:27:32,46.4856,135.8833,1.47,99,100,0.69,overcast clouds,0.0,0.0
272,Mount Pleasant,US,2022-02-13 22:22:59,32.7941,-79.8626,64.54,55,20,8.05,few clouds,0.0,0.0
273,Bilma,NE,2022-02-13 22:27:32,18.6853,12.9164,68.16,11,0,7.45,clear sky,0.0,0.0
274,Novyy Urengoy,RU,2022-02-13 22:27:33,66.0833,76.6333,-13.74,100,89,8.55,overcast clouds,0.0,0.0
275,Ocean Springs,US,2022-02-13 22:24:42,30.4113,-88.8278,56.01,26,0,5.75,clear sky,0.0,0.0
276,Kieta,PG,2022-02-13 22:24:17,-6.2167,155.6333,80.76,80,75,1.88,broken clouds,0.0,0.0
277,Quesnel,CA,2022-02-13 22:27:33,52.9999,-122.5029,39.7,56,75,3.44,broken clouds,0.0,0.0
278,Port Hardy,CA,2022-02-13 22:20:40,50.6996,-127.4199,50.76,62,100,11.5,overcast clouds,0.0,0.0
279,Tutoia,BR,2022-02-13 22:27:33,-2.7619,-42.2744,84.18,81,8,13.56,moderate rain,0.0,0.0
280,Zwedru,LR,2022-02-13 22:16:16,6.0667,-8.1281,74.19,88,86,4.32,overcast clouds,0.0,0.0
281,Omsukchan,RU,2022-02-13 22:27:34,62.5333,155.8,-29.9,99,45,3.56,scattered clouds,0.0,0.0
282,Taitung,TW,2022-02-13 22:27:34,22.7583,121.1444,66.47,88,75,8.05,broken clouds,0.0,0.0
283,Bairiki,KI,2022-02-13 22:27:34,1.3292,172.9752,86.0,66,20,8.05,few clouds,0.0,0.0
284,Alice Springs,AU,2022-02-13 22:22:40,-23.7,133.8833,67.55,60,0,4.61,clear sky,0.0,0.0
285,Hervey Bay,AU,2022-02-13 22:26:13,-25.2986,152.8535,77.04,75,14,19.13,few clouds,0.0,0.0
286,Lalupon,NG,2022-02-13 22:27:35,7.4667,4.0667,79.09,72,5,3.47,clear sky,0.0,0.0
287,Kearney,US,2022-02-13 22:27:35,40.6995,-99.0815,45.16,35,0,17.27,clear sky,0.0,0.0
288,Saint-Joseph,RE,2022-02-13 22:20:27,-21.3667,55.6167,77.38,85,19,11.39,few clouds,0.0,0.0
289,Santa Isabel Do Rio Negro,BR,2022-02-13 22:27:35,-0.4139,-65.0192,77.04,92,99,1.66,overcast clouds,0.0,0.0
290,Miracema Do Tocantins,BR,2022-02-13 22:27:35,-9.5618,-48.3967,75.51,89,88,2.73,light rain,0.0,0.0
291,Archidona,ES,2022-02-13 22:27:36,37.0965,-4.3887,50.41,84,100,2.98,overcast clouds,0.0,0.0
292,Oeiras,BR,2022-02-13 22:27:36,-7.0253,-42.1311,73.24,92,100,1.92,overcast clouds,0.0,0.0
293,Yar-Sale,RU,2022-02-13 22:20:23,66.8333,70.8333,-16.06,97,100,8.57,overcast clouds,0.0,0.0
294,Abu Dhabi,AE,2022-02-13 22:27:36,24.4667,54.3667,63.97,77,75,3.44,broken clouds,0.0,0.0
295,Nome,US,2022-02-13 22:21:07,64.5011,-165.4064,-9.33,64,0,6.91,clear sky,0.0,0.0
296,Codrington,AU,2022-02-13 22:27:37,-38.2667,141.9667,64.83,75,75,7.9,broken clouds,0.0,0.0
297,Adre,TD,2022-02-13 22:27:37,13.4667,22.2,70.03,12,100,14.16,overcast clouds,0.0,0.0
298,Mount Gambier,AU,2022-02-13 22:20:37,-37.8333,140.7667,64.31,77,100,12.66,overcast clouds,0.0,0.0
299,Brora,GB,2022-02-13 22:27:37,58.0099,-3.8518,42.84,90,100,6.89,overcast clouds,0.0,0.0
300,Moron,AR,2022-02-13 22:27:37,-34.6534,-58.6198,78.55,31,0,7.94,clear sky,0.0,0.0
301,Bima,ID,2022-02-13 22:27:38,-8.4667,118.7167,75.45,92,94,1.95,overcast clouds,0.0,0.0
302,Tyret Pervaya,RU,2022-02-13 22:27:38,53.6703,102.3106,-28.91,100,100,3.31,overcast clouds,0.0,0.0
303,Los Llanos De Aridane,ES,2022-02-13 22:20:32,28.6585,-17.9182,60.55,72,0,8.99,clear sky,0.0,0.0
304,Pacific Grove,US,2022-02-13 22:21:45,36.6177,-121.9166,85.57,62,0,7.0,clear sky,0.0,0.0
305,Mabaruma,GY,2022-02-13 22:27:38,8.2,-59.7833,73.56,92,88,5.93,overcast clouds,0.0,0.0
306,Orichi,RU,2022-02-13 22:27:39,58.4036,49.0572,1.49,100,88,3.8,light snow,0.0,0.0
307,Jinxiang,CN,2022-02-13 22:27:39,27.4327,120.6062,48.58,88,100,6.42,overcast clouds,0.0,0.0
308,Oranjemund,NA,2022-02-13 22:20:14,-28.55,16.4333,65.77,86,0,9.19,clear sky,0.0,0.0
309,Siavonga,ZM,2022-02-13 22:27:39,-16.5382,28.7088,74.19,78,98,5.37,overcast clouds,0.0,0.0
310,Constitucion,CL,2022-02-13 22:24:09,-35.3333,-72.4167,65.46,76,57,7.25,broken clouds,0.0,0.0
311,Portland,US,2022-02-13 22:18:24,45.5234,-122.6762,66.06,43,20,9.22,few clouds,0.0,0.0
312,Veraval,IN,2022-02-13 22:27:40,20.9,70.3667,66.52,56,1,12.66,clear sky,0.0,0.0
313,Dawlatabad,AF,2022-02-13 22:27:40,36.4141,64.9053,41.18,60,10,2.84,clear sky,0.0,0.0
314,Luxor,EG,2022-02-13 22:27:40,25.6989,32.6421,59.05,38,0,3.44,clear sky,0.0,0.0
315,Liverpool,GB,2022-02-13 22:27:41,53.4106,-2.9779,46.69,90,40,5.99,scattered clouds,0.0,0.0
316,Jiuquan,CN,2022-02-13 22:27:41,39.7432,98.5174,24.53,58,100,5.79,overcast clouds,0.0,0.0
317,Hambantota,LK,2022-02-13 22:18:25,6.1241,81.1185,75.74,82,97,11.99,overcast clouds,0.0,0.0
318,Uige,AO,2022-02-13 22:27:41,-7.6087,15.0613,66.61,98,100,0.36,moderate rain,0.0,0.0
319,Neath,GB,2022-02-13 22:27:42,51.6632,-3.8044,48.34,90,100,1.01,overcast clouds,0.0,0.0
320,Naze,JP,2022-02-13 22:27:00,28.3667,129.4833,58.12,88,100,20.04,light rain,0.0,0.0
321,Sakakah,SA,2022-02-13 22:27:42,29.9697,40.2064,49.57,29,0,4.59,clear sky,0.0,0.0
322,Fortuna,US,2022-02-13 22:20:38,40.5982,-124.1573,75.42,100,75,11.5,broken clouds,0.0,0.0
323,Walla Walla,US,2022-02-13 22:27:43,46.0646,-118.343,58.08,53,0,4.61,clear sky,0.0,0.0
324,Chunskiy,RU,2022-02-13 22:27:43,56.0815,99.6342,-26.07,100,28,2.89,scattered clouds,0.0,0.0
325,Yokadouma,CM,2022-02-13 22:27:43,3.5167,15.05,71.11,33,87,1.45,overcast clouds,0.0,0.0
326,Babstovo,RU,2022-02-13 22:27:43,48.1167,132.4833,-2.65,99,100,0.98,overcast clouds,0.0,0.0
327,Kholtoson,RU,2022-02-13 22:27:44,50.2981,103.3097,-9.63,100,100,0.4,overcast clouds,0.0,0.0
328,Sioux Lookout,CA,2022-02-13 22:27:44,50.1001,-91.917,-1.82,55,100,3.44,overcast clouds,0.0,0.0
329,Tshikapa,CD,2022-02-13 22:27:44,-6.4167,20.8,70.23,97,100,2.71,overcast clouds,0.0,0.0
330,Soanierana Ivongo,MG,2022-02-13 22:27:44,-16.9167,49.5833,77.11,87,53,2.3,broken clouds,0.0,0.0
331,Havoysund,NO,2022-02-13 22:27:45,70.9963,24.6622,18.48,86,100,4.76,light snow,0.0,0.0
332,Taseyevo,RU,2022-02-13 22:27:45,57.2169,94.8978,-11.0,95,15,5.88,few clouds,0.0,0.0
333,Leopoldina,BR,2022-02-13 22:25:12,-21.5319,-42.6431,72.36,92,9,2.62,clear sky,0.0,0.0
334,Charlestown,AU,2022-02-13 22:27:08,-32.95,151.6667,75.72,71,94,3.0,overcast clouds,0.0,0.0
335,Aloleng,PH,2022-02-13 22:27:45,16.1307,119.7824,77.45,79,74,9.1,broken clouds,0.0,0.0
336,Batemans Bay,AU,2022-02-13 22:22:15,-35.7167,150.1833,77.2,60,100,5.06,overcast clouds,0.0,0.0
337,Provideniya,RU,2022-02-13 22:20:29,64.3833,-173.3,-5.69,65,0,6.71,clear sky,0.0,0.0
338,Bilibino,RU,2022-02-13 22:27:46,68.0546,166.4372,-32.19,100,86,2.51,overcast clouds,0.0,0.0
339,Inuvik,CA,2022-02-13 22:22:04,68.3499,-133.7218,-24.74,75,75,1.14,broken clouds,0.0,0.0
340,Malanje,AO,2022-02-13 22:27:46,-9.5402,16.341,64.67,95,100,5.48,light rain,0.0,0.0
341,Ponorogo,ID,2022-02-13 22:23:52,-7.8685,111.462,74.71,95,100,1.25,overcast clouds,0.0,0.0
342,Kedrovyy,RU,2022-02-13 22:21:11,56.1667,91.8167,-19.14,99,35,4.7,scattered clouds,0.0,0.0
343,Kabalo,CD,2022-02-13 22:27:46,-6.05,26.9167,69.48,96,100,2.33,overcast clouds,0.0,0.0
344,Flin Flon,CA,2022-02-13 22:27:47,54.7682,-101.865,8.44,66,75,11.5,broken clouds,0.0,0.0
345,Novobiryusinskiy,RU,2022-02-13 22:27:47,56.9578,97.7076,-19.79,99,10,3.98,clear sky,0.0,0.0
346,Vilhena,BR,2022-02-13 22:27:47,-12.7406,-60.1458,73.62,94,40,2.3,moderate rain,0.0,0.0
347,Kautokeino,NO,2022-02-13 22:27:47,69.0125,23.0412,-6.95,100,97,3.6,overcast clouds,0.0,0.0
348,Senlis,FR,2022-02-13 22:27:48,49.25,2.6667,55.47,74,100,19.22,overcast clouds,0.0,0.0
349,Lasa,IT,2022-02-13 22:27:48,46.6166,10.7002,29.66,63,1,2.17,clear sky,0.0,0.0
350,Hvolsvollur,IS,2022-02-13 22:27:48,63.7533,-20.2243,19.87,84,94,6.08,overcast clouds,0.0,0.0
351,Tiarei,PF,2022-02-13 22:27:48,-17.5333,-149.3333,87.82,75,82,15.75,broken clouds,0.0,0.0
352,Khromtau,KZ,2022-02-13 22:27:49,50.2503,58.4347,16.72,92,82,15.97,broken clouds,0.0,0.0
353,Kasongo,CD,2022-02-13 22:27:49,-4.45,26.6667,68.79,97,100,4.34,overcast clouds,0.0,0.0
354,Bubaque,GW,2022-02-13 22:25:14,11.2833,-15.8333,78.19,71,4,14.32,clear sky,0.0,0.0
355,Bathsheba,BB,2022-02-13 22:20:16,13.2167,-59.5167,79.41,69,20,17.27,few clouds,0.0,0.0
356,Nuevo Progreso,MX,2022-02-13 22:27:49,23.1667,-97.95,67.59,31,95,5.99,overcast clouds,0.0,0.0
357,Jihlava,CZ,2022-02-13 22:27:50,49.3961,15.5912,33.08,65,0,13.96,clear sky,0.0,0.0
358,Velez-Malaga,ES,2022-02-13 22:27:50,36.7726,-4.1005,57.79,80,100,4.68,overcast clouds,0.0,0.0
359,Preili,LV,2022-02-13 22:27:50,56.2944,26.7246,29.57,81,100,13.27,overcast clouds,0.0,0.0
360,Hamilton,US,2022-02-13 22:21:05,39.1834,-84.5333,28.24,76,100,10.36,overcast clouds,0.0,0.0
361,Iranshahr,IR,2022-02-13 22:27:50,27.2025,60.6848,59.68,52,26,3.27,scattered clouds,0.0,0.0
362,Paamiut,GL,2022-02-13 22:27:51,61.994,-49.6678,11.59,94,100,18.14,light snow,0.0,0.0
363,Igarka,RU,2022-02-13 22:27:51,67.4667,86.5833,-12.89,91,13,7.05,few clouds,0.0,0.0
364,Kerteminde,DK,2022-02-13 22:27:51,55.449,10.6577,40.32,74,100,22.82,overcast clouds,0.0,0.0
365,Kahului,US,2022-02-13 22:21:22,20.8947,-156.47,80.62,67,20,17.27,few clouds,0.0,0.0
366,San Lorenzo,PY,2022-02-13 22:27:52,-25.3333,-57.5333,86.94,43,0,8.05,clear sky,0.0,0.0
367,Saint-Augustin,CA,2022-02-13 22:19:28,51.226,-58.6502,-11.25,91,1,7.11,clear sky,0.0,0.0
368,Lincoln,US,2022-02-13 22:27:52,40.8,-96.667,36.18,38,0,10.0,clear sky,0.0,0.0
369,Christchurch,NZ,2022-02-13 22:18:28,-43.5333,172.6333,62.02,82,75,12.66,broken clouds,0.0,0.0
370,Arman,RU,2022-02-13 22:27:52,59.7,150.1667,-10.12,79,35,9.71,scattered clouds,0.0,0.0
371,Mikkeli,FI,2022-02-13 22:27:52,61.6886,27.2723,33.91,93,100,10.36,overcast clouds,0.0,0.0
372,Rio Verde De Mato Grosso,BR,2022-02-13 22:27:53,-18.9181,-54.8442,81.61,63,74,1.86,broken clouds,0.0,0.0
373,Devonport,AU,2022-02-13 22:24:01,-41.1667,146.35,67.01,71,78,2.35,broken clouds,0.0,0.0
374,Pirovskoye,RU,2022-02-13 22:27:53,57.6267,92.2658,-5.84,94,72,10.33,broken clouds,0.0,0.0
375,Robertson,US,2022-02-13 22:24:09,36.5167,-86.8667,43.38,35,0,9.22,clear sky,0.0,0.0
376,Ochakiv,UA,2022-02-13 22:27:53,46.6128,31.5498,26.74,62,49,6.24,scattered clouds,0.0,0.0
377,Lufilufi,WS,2022-02-13 22:27:54,-13.8745,-171.5986,91.18,79,52,8.77,light rain,0.0,0.0
378,Muros,ES,2022-02-13 22:21:30,42.7762,-9.0603,51.84,76,13,19.17,few clouds,0.0,0.0
379,Sao Filipe,CV,2022-02-13 22:21:24,14.8961,-24.4956,74.35,64,55,11.45,broken clouds,0.0,0.0
380,Cabedelo,BR,2022-02-13 22:27:54,-6.9811,-34.8339,83.07,77,9,11.27,clear sky,0.0,0.0
381,Moranbah,AU,2022-02-13 22:27:54,-22.0016,148.0466,74.23,67,22,21.97,few clouds,0.0,0.0
382,Onverwacht,SR,2022-02-13 22:27:55,5.5833,-55.1833,80.46,100,40,5.75,scattered clouds,0.0,0.0
383,Gravdal,NO,2022-02-13 22:27:55,68.1214,13.5031,32.25,62,93,24.58,light snow,0.0,0.0
384,Nhamunda,BR,2022-02-13 22:27:55,-2.1861,-56.7131,77.25,91,52,1.81,broken clouds,0.0,0.0
385,Praya,CV,2022-02-13 22:27:55,14.9215,-23.5087,72.14,78,0,17.27,clear sky,0.0,0.0
386,Labuhan,ID,2022-02-13 22:27:56,-6.8844,112.2051,75.7,91,100,5.35,overcast clouds,0.0,0.0
387,Poreba,PL,2022-02-13 22:27:56,50.4883,19.339,32.76,75,0,6.91,clear sky,0.0,0.0
388,Sibolga,ID,2022-02-13 22:27:56,1.7427,98.7792,75.09,89,81,3.51,broken clouds,0.0,0.0
389,Roma,US,2022-02-13 22:22:41,43.2128,-75.4557,20.12,68,100,10.36,overcast clouds,0.0,0.0
390,Leh,IN,2022-02-13 22:20:28,34.1667,77.5833,0.82,86,85,1.5,overcast clouds,0.0,0.0
391,Turayf,SA,2022-02-13 22:26:27,31.6725,38.6637,43.05,52,0,5.75,clear sky,0.0,0.0
392,Portneuf,CA,2022-02-13 22:27:56,46.6906,-71.8901,6.82,72,91,1.14,overcast clouds,0.0,0.0
393,Labrea,BR,2022-02-13 22:27:57,-7.2586,-64.7981,74.21,98,100,0.58,overcast clouds,0.0,0.0
394,Otane,NZ,2022-02-13 22:27:57,-39.8833,176.6333,61.02,69,71,9.08,broken clouds,0.0,0.0
395,Gien,FR,2022-02-13 22:27:57,47.6933,2.6309,53.42,71,100,19.86,overcast clouds,0.0,0.0
396,Touros,BR,2022-02-13 22:20:53,-5.1989,-35.4608,83.3,76,8,12.95,clear sky,0.0,0.0
397,Mayo,US,2022-02-13 22:21:36,38.8876,-76.5119,35.19,73,100,9.22,overcast clouds,0.0,0.0
398,Seoul,KR,2022-02-13 22:27:58,37.5683,126.9778,27.79,90,0,2.3,clear sky,0.0,0.0
399,Lorengau,PG,2022-02-13 22:19:12,-2.0226,147.2712,81.57,78,100,2.89,overcast clouds,0.0,0.0
400,Tiksi,RU,2022-02-13 22:20:56,71.6872,128.8694,-12.62,93,10,11.86,clear sky,0.0,0.0
401,Port Macquarie,AU,2022-02-13 22:22:22,-31.4333,152.9167,69.89,69,63,2.77,broken clouds,0.0,0.0
402,Lokosovo,RU,2022-02-13 22:27:58,61.1333,74.8167,-8.18,99,97,6.89,overcast clouds,0.0,0.0
403,Frauenfeld,CH,2022-02-13 22:27:58,47.5582,8.8985,36.25,81,0,3.67,clear sky,0.0,0.0
404,Yaan,NG,2022-02-13 22:27:59,7.3833,8.5667,84.96,12,100,2.51,overcast clouds,0.0,0.0
405,Antalaha,MG,2022-02-13 22:20:43,-14.9003,50.2788,73.72,94,41,5.08,scattered clouds,0.0,0.0
406,Khandbari,NP,2022-02-13 22:20:57,27.3747,87.2039,49.93,66,23,3.62,few clouds,0.0,0.0
407,Mahdalynivka,UA,2022-02-13 22:27:59,48.921,34.9156,27.16,73,6,5.28,clear sky,0.0,0.0
408,Ashington,GB,2022-02-13 22:27:59,50.9331,-0.3909,50.72,89,100,8.01,light rain,0.0,0.0
409,Dombarovskiy,RU,2022-02-13 22:27:59,50.7587,59.5386,15.51,96,93,11.23,light snow,0.0,0.0
410,General Roca,AR,2022-02-13 22:23:08,-39.0333,-67.5833,91.8,9,47,8.57,scattered clouds,0.0,0.0
411,Berdsk,RU,2022-02-13 22:28:00,54.7551,83.0967,22.6,87,100,15.57,overcast clouds,0.0,0.0
412,Zhuhai,CN,2022-02-13 22:28:00,22.2769,113.5678,59.97,82,40,16.11,scattered clouds,0.0,0.0
413,Nagapattinam,IN,2022-02-13 22:28:00,10.7667,79.8333,75.42,78,12,8.95,few clouds,0.0,0.0
414,Axim,GH,2022-02-13 22:28:00,4.8699,-2.2405,78.37,88,11,6.06,light rain,0.0,0.0
415,Phek,IN,2022-02-13 22:28:01,25.6667,94.5,33.75,85,0,1.74,clear sky,0.0,0.0
416,Ostrovnoy,RU,2022-02-13 22:20:06,68.0531,39.5131,18.73,65,100,21.88,overcast clouds,0.0,0.0
417,Dalbandin,PK,2022-02-13 22:28:01,28.8947,64.4101,54.66,48,59,8.08,broken clouds,0.0,0.0
418,Tadine,NC,2022-02-13 22:22:32,-21.55,167.8833,82.22,77,99,7.96,overcast clouds,0.0,0.0
419,Lucea,JM,2022-02-13 22:24:36,18.451,-78.1736,82.26,66,14,11.45,few clouds,0.0,0.0
420,Santa Lucia,ES,2022-02-13 22:28:01,27.9117,-15.5407,56.52,68,20,14.97,few clouds,0.0,0.0
421,Abu Kamal,SY,2022-02-13 22:28:02,34.4506,40.9171,54.1,37,0,4.47,clear sky,0.0,0.0
422,Porto Velho,BR,2022-02-13 22:28:02,-8.7619,-63.9039,77.05,88,100,5.75,overcast clouds,0.0,0.0
423,Epe,NG,2022-02-13 22:28:02,6.5841,3.9834,79.14,85,15,5.21,few clouds,0.0,0.0
424,Shenjiamen,CN,2022-02-13 22:20:39,29.9576,122.298,43.39,77,63,15.73,broken clouds,0.0,0.0
425,Tikapur,NP,2022-02-13 22:28:06,28.5,81.1333,53.83,82,0,4.0,clear sky,0.0,0.0
426,Egvekinot,RU,2022-02-13 22:22:19,66.3167,-179.1667,-18.44,92,75,6.8,broken clouds,0.0,0.0
427,Lucero,PH,2022-02-13 22:28:06,16.4051,119.9124,79.12,78,73,8.28,broken clouds,0.0,0.0
428,Rio Grande,BR,2022-02-13 22:21:29,-32.035,-52.0986,69.94,48,0,14.43,clear sky,0.0,0.0
429,Sorland,NO,2022-02-13 22:21:33,67.667,12.6934,33.21,55,100,23.17,overcast clouds,0.0,0.0
430,Boralday,KZ,2022-02-13 22:25:21,43.3578,76.8594,24.66,93,75,4.47,mist,0.0,0.0
431,Derzhavinsk,KZ,2022-02-13 22:28:07,51.1,66.3167,19.65,96,100,9.35,snow,0.0,0.0
432,Naryan-Mar,RU,2022-02-13 22:22:07,67.6713,53.087,-1.19,99,54,8.48,broken clouds,0.0,0.0
433,Oussouye,SN,2022-02-13 22:28:07,12.485,-16.5469,75.29,26,4,4.61,clear sky,0.0,0.0
434,Neuquen,AR,2022-02-13 22:27:00,-38.9516,-68.0591,91.29,18,0,4.61,clear sky,0.0,0.0
435,Todos Santos,MX,2022-02-13 22:28:07,23.45,-110.2167,84.0,58,100,5.28,overcast clouds,0.0,0.0
436,Manzhouli,CN,2022-02-13 22:28:08,49.6,117.4333,-20.42,99,53,5.03,broken clouds,0.0,0.0
437,Kolkwitz,DE,2022-02-13 22:28:08,51.75,14.25,40.98,70,23,1.99,few clouds,0.0,0.0
438,Miri,MY,2022-02-13 22:21:56,4.4148,114.0089,77.14,100,40,3.44,scattered clouds,0.0,0.0
439,Namibe,AO,2022-02-13 22:20:23,-15.1961,12.1522,75.18,80,100,1.01,overcast clouds,0.0,0.0
440,Sola,VU,2022-02-13 22:22:13,-13.8833,167.55,82.15,77,100,19.26,overcast clouds,0.0,0.0
441,Alliance,US,2022-02-13 22:28:08,40.9153,-81.1059,23.16,78,100,9.95,light snow,0.0,0.0
442,Cajazeiras,BR,2022-02-13 22:26:02,-6.8903,-38.5553,79.0,53,53,2.04,broken clouds,0.0,0.0
443,Champasak,LA,2022-02-13 22:28:08,14.75,106.0,73.9,77,94,2.04,overcast clouds,0.0,0.0
444,Mocuba,MZ,2022-02-13 22:28:09,-16.8392,36.9856,72.3,99,90,1.16,light rain,0.0,0.0
445,Dali,CN,2022-02-13 22:28:09,25.7,100.1833,38.34,62,0,2.95,clear sky,0.0,0.0
446,Kovdor,RU,2022-02-13 22:28:09,67.5662,30.4758,11.59,96,100,4.83,light snow,0.0,0.0
447,Statesboro,US,2022-02-13 22:27:04,32.4488,-81.7832,61.92,26,40,14.97,scattered clouds,0.0,0.0
448,Yerbogachen,RU,2022-02-13 22:19:57,61.2767,108.0108,-30.28,100,89,3.27,overcast clouds,0.0,0.0
449,Rivadavia,AR,2022-02-13 22:26:23,-33.1905,-68.4608,86.47,20,0,8.59,clear sky,0.0,0.0
